Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,type,Decade,Actors,Producers,Genres,Language
The Flash,2014,7+,7.7,89%,True,False,False,False,True,2010,"['Grant Gustin', 'Danielle Panabaker', 'Candice Patton', 'Carlos Valdés', 'Jesse L. Martin', 'Danielle Nicolet', 'Tom Cavanagh', 'Hartley Sawyer', 'Keiynan Lonsdale', 'Tom Cavanagh', 'Rick Cosnett', 'Jessica Parker Kennedy', 'Tom Cavanagh', 'Tom Cavanagh', 'Tom Cavanagh', 'Chris Klein', 'Neil Sandilands', 'Kayla Cherie Compton', 'Efrat Dor', 'LaMonica Garrett', 'Brandon McKnight', 'LaMonica Garrett']","['David Nutter', 'Andrew Kreisberg', 'Greg Berlanti', 'Marc Guggenheim', 'Melissa Berman', 'Geoff Johns', 'Gabrielle Stanton', 'Sarah Schechter', 'Eric Wallace', 'Eric Wallace', 'Sam Chalsen', 'Andrew Wilder', 'Jaime Paglia', 'Todd Helbing', 'Todd Helbing', 'Aaron Helbing', 'Aaron Helbing', 'Joseph Patrick Finn', 'Deric A. Hughes', 'Benjamin Raab', 'Gabriel Garza', 'Jonathan Butler']","['Drama', 'Action', 'Science-Fiction']",English
The Last Kingdom,2015,18+,8.4,91%,True,False,False,False,True,2010,"['Alexander Dreymon', 'Eliza Butterworth', 'Ian Hart', 'Arnas Fedaravicius', 'Millie Brady', 'Emily Cox', 'Mark Rowley', 'David Dawson', 'Harry McEntire', 'James Northcote', 'Ewan Mitchell', 'Toby Regbo', 'Jeppe Beck Laursen', 'Adrian Bouchet', 'Cavan Clerkin', 'Timothy Innes', 'Adrian Schiller', 'Eva Birthistle', 'Tobias Santelmann', 'Julia Bache-Wiig', 'Simon Kunz', 'Magnus Bruun', 'Amelia Clarkson', 'Finn Elliot', 'Adrian Bower', 'Stefanie Martini', 'Peri Baumeister', 'Björn Bengtsson', 'Christian Hillborg', 'Thea Sofie Loch Næss', 'Kevin Eldon', 'Jamie Blackley', 'Joseph Millson', 'Brian Vernel', 'Simon Stenspil', 'Ola Rapace', 'Thomas W. Gabrielsson', 'Ruby Hartley', 'Ole Christoffer Ertvaag', 'Amy Wren', 'Gerard Kearns', 'Alexandre Willaume', 'Rune Temte', 'Thure Lindhardt', 'Steffan Rhodri', 'Nigel Lindsay', 'Richard Dillane', 'Dorian Lough', 'Eysteinn Sigurðarson', 'Charlie Murphy', 'David Schofield', 'Peter McDonald', 'Matthew Macfadyen']","['Gareth Neame', 'Nigel Marchant', 'Nick Murphy', 'Stephen Butchard']","['Drama', 'Action', 'History']",English
Mad Men,2007,16+,8.6,94%,True,False,False,False,True,2000,"['John Slattery', 'Jon Hamm', 'Elisabeth Moss', 'Kiernan Shipka', 'Vincent Kartheiser', 'Robert Morse', 'Christina Hendricks', 'Rich Sommer', 'January Jones', 'Aaron Staton', 'Jessica Paré', 'Jared Harris', 'Michael Gladis', 'Bryan Batt', 'Maggie Siff']",['Matthew Weiner'],['Drama'],English
Lucifer,2016,16+,8.2,87%,True,False,False,False,True,2010,"['Tom Ellis', 'Lauren German', 'Kevin Alejandro', 'Lesley-Ann Brandt', 'Rachael Harris', 'D.B. Woodside', 'Aimee Garcia', 'Tricia Helfer', 'Scarlett Estevez', 'Tom Welling', 'Inbar Lavi', 'Kevin Rankin', 'Tom Ellis', 'Lauren German', 'Aimee Garcia', 'Kevin Alejandro', 'Rachael Harris', 'D.B. Woodside']","['Jonathan Littman', 'Jerry Bruckheimer', 'Tom Ellis', 'Len Wiseman', 'Tom Kapinos', 'Ildy Modrovich', 'Alex Katsnelson', 'Joe Henderson', 'KristieAnne Reed', 'KristieAnne Reed', 'Jason Ning', 'Jason Ning', 'Sheri Elwood', 'Sheri Elwood']","['Drama', 'Crime', 'Supernatural']",English
Orange Is the New Black,2013,18+,8.1,90%,True,False,False,False,True,2010,"['Taylor Schilling', 'Danielle Brooks', 'Kate Mulgrew', 'Selenis Leyva', 'Uzo Aduba', 'Dascha Polanco', 'Nick Sandow', 'Natasha Lyonne', 'Yael Stone', 'Laura Prepon', 'Taryn Manning', 'Adrienne C. Moore', 'Jackie Cruz', 'Jessica Pimentel', 'Laura Gomez', 'Lea DeLaria', 'Elizabeth Rodriguez', 'Matt Peters', 'Samira Wiley', 'Dale Soules', 'Michael Harney', 'Alysia Reiner', 'Jason Biggs', 'Michelle Hurst']","['Sara Hess', 'Sara Hess', 'Jenji Kohan', 'Mark A. Burley', 'Mark A. Burley', 'Michael Trim', 'Stephen Falk', 'Tara Herrmann', 'Tara Herrmann', 'Lauren Morelli', 'Tami Sagher', 'Carolina Paiz', 'Carolina Paiz', 'Brian Chamberlayne', 'Vera Santamaria', 'Neri Kyle Tannenbaum', 'Neri Kyle Tannenbaum', 'Lisa I. Vinnecour', 'Lisa I. Vinnecour']","['Drama', 'Comedy', 'Crime']",English
Grey's Anatomy,2005,16+,7.6,83%,True,True,False,False,True,2000,"['Ellen Pompeo', 'James Pickens, Jr.', 'Chandra Wilson', 'Justin Chambers', 'Kevin McKidd', 'Sara Ramirez', 'Jesse Williams', 'Patrick Dempsey', 'Sandra Oh', 'Jessica Capshaw', 'Sarah Drew', 'Camilla Luddington', 'Caterina Scorsone', 'Kelly McCreary', 'Eric Dane', 'Katherine Heigl', 'Jason George', 'Chyler Leigh', 'Jerrika Hinton', 'T.R. Knight', 'Giacomo Gianniotti', 'Kim Raver', 'Isaiah Washington', 'Jake Borelli', 'Kate Walsh', 'Gaius Charles', 'Martin Henderson', 'Greg Germann', 'Tessa Ferrer', 'Chris Carmack', 'Brooke Smith', 'Richard Flood', 'Anthony Hill']","['Karin Gist', 'Toni Graphia', 'Debbie Allen', 'Jeannine Renshaw', 'Shonda Rhimes', 'Allan Heinberg', 'Mark Wilding', 'Mark Gordon', 'Tony Phelan', 'Tony Phelan', 'Joan Rater', 'Joan Rater', 'James D. Parriott', 'Betsy Beers', 'Jenna Bans', 'Debora Cahn', 'Zoanne Clack', 'Zoanne Clack', 'Stacy McKee', 'Stacy McKee', 'Peter Horton', 'William Harper', 'Austin Guzman', 'Elizabeth J. Finch', 'Krista Vernoff', 'Linda Klein', 'Lynne E. Litt', 'Andy Reaser', 'Andy Reaser', 'Elizabeth Klaviter', 'Rob Corn', 'Meg Marinis', 'Meg Marinis', 'Mark Driscoll', 'Merri D. Howard', 'Scott Collins', 'Fred Einesman', 'Sara E. White', 'Jason Ganzel', 'Kiley Donovan']","['Drama', 'Romance', 'Medical']",English
The End of the F***ing World,2017,18+,8.1,93%,True,False,False,False,True,2010,"['Jessica Barden', 'Alex Lawther']","['Murray Ferguson', 'Ed Macdonald', 'Petra Fried', 'Jonathan Entwistle', 'Andy Baker', 'Dominic Buchanan']","['Drama', 'Comedy']",English
Arrested Development,2003,16+,8.7,75%,True,True,False,False,True,2000,"['Jason Bateman', 'Will Arnett', 'Jessica Walter', 'Jeffrey Tambor', 'Michael Cera', 'Alia Shawkat', 'David Cross', 'Tony Hale', 'Portia de Rossi', 'Jeffrey Tambor']","['Tom Saunders', 'Troy Miller', 'Richard Rosenstock', 'Brian Grazer', 'Ron Howard', 'David Nevins', 'James Vallely', 'Chuck Tatham', 'Evan Mann', 'Dean Lorey', 'Mitchell Hurwitz', 'Richard Day', 'John Levenstein', 'Gareth Reynolds']","['Comedy', 'Family']",English
The Vampire Diaries,2009,7+,7.7,85%,True,False,False,False,True,2000,"['Paul Wesley', 'Ian Somerhalder', 'Candice Accola', 'Kat Graham', 'Nina Dobrev', 'Zach Roerig', 'Steven R. McQueen', 'Matthew Davis', 'Michael Trevino', 'Michael Malarkey', 'Joseph Morgan', 'Sara Canning', 'Kayla Ewell']","['Leslie Morgenstein', 'Jose Molina', 'Brett Matthews', 'Julie Plec', 'Kevin Williamson', 'Caroline Dries', 'Caroline Dries', 'Bob Levy', 'Pascal Verschooris', 'Brian Young', 'Melinda Hsu Taylor', 'Melinda Hsu Taylor', 'James Patrick Stoteraux', 'James Patrick Stoteraux', 'Chad Fiveash', 'Chad Fiveash']","['Drama', 'Romance', 'Supernatural']",English
The Crown,2016,18+,8.7,89%,True,False,False,False,True,2010,"['Olivia Colman', 'Claire Foy', 'Matt Smith', 'Tobias Menzies', 'Marion Bailey', 'Victoria Hamilton', 'Vanessa Kirby', 'Helena Bonham Carter', 'Julian Baring', ""Josh O'Connor"", 'Erin Doherty', 'Greg Wise', 'Charles Dance', 'John Lithgow', 'Jeremy Northam', 'Matthew Goode', 'Ben Daniels', 'Ben Miles', 'Lia Williams', 'Geraldine Chaplin', 'Anton Lesser', 'Emma Corrin', 'Derek Jacobi', 'Alex Jennings', 'Jason Watkins', 'Emerald Fennell', 'Jared Harris', 'Jane Lapotaire', 'Gillian Anderson', 'Stephen Boxer', 'Eileen Atkins', 'Andrew Buchan', 'Finn Elliot', 'Michael Maloney', 'Harry Treadaway', 'Richard Roxburgh', 'Stephen Dillane', 'John Heffernan', 'Gemma Whelan', 'Paul Sparks', 'Michael C. Hall', 'Jodi Balfour', 'Burghart Klaußner', 'Clancy Brown', 'Mark Lewis Jones', 'Tim McMullan', 'Tom Brooke', 'Tom Burke', 'Nicholas Farrell']",[],"['Drama', 'History']",English
The 100,2014,16+,7.7,92%,True,False,False,False,True,2010,"['Eliza Taylor-Cotter', 'Marie Avgeropoulos', 'Bob Morley', 'Lindsey Morgan', 'Richard Harmon', 'Paige Turco', 'Henry Ian Cusick', 'Christopher Larkin', 'Tasya Teles', 'Isaiah Washington', 'Devon Bostick', 'Ricky Whittle', 'Thomas McDonell', 'Chuku Modu', 'J.R. Bourne', 'Shannon Kook', 'Zach McGowan', 'Shelby Flannery', 'Eli Goree', 'Kelly Hu']","['Sarah Fain', 'Elizabeth Craft', 'Matthew Miller', 'Jason Rothenberg', 'Bharat Nalluri', 'Gina Girolamo', 'Leslie Morgenstein', 'Bruce Miller', 'Dean White', 'Dean White', 'Tim Scanlan', 'Kim Shumway', 'Kim Shumway', 'James Thorpe', 'Ron Milbauer', 'Terri Hughes Burton', 'Javier Grillo-Marxuach', 'Jeff Vlaming', 'Jeff Vlaming', 'Drew Lindo', 'Sean Crouch', 'Michael Angeli', 'Wade McIntyre', 'Wade McIntyre', 'Aaron Ginsburg', 'Aaron Ginsburg', 'Charlie Craig', 'Ed Fraiman', 'Ed Fraiman', 'Jae Marchant', 'Morgan Gendel', 'Cheryl Dolins']","['Action', 'Adventure', 'Science-Fiction']",English
When They See Us,2019,18+,8.9,96%,True,False,False,False,True,2010,"['John Leguizamo', 'Michael K. Williams', 'Marquis Rodriguez', 'Ethan Herisse', 'Asante Blackk', 'Caleel Harris', 'Marsha Stephanie Blake', 'Kylie Bunbury', 'Aunjanue Ellis', 'Niecy Nash', 'Vera Farmiga', 'Felicity Huffman', 'Jharrel Jerome', 'Jovan Adepo', 'Justin Cunningham', 'Chris Chalk', 'Freddy Miyares']","['Ava DuVernay', 'Jane Rosenthal', 'Robert De Niro', 'Oprah Winfrey', 'Jonathan King', 'Amy J. Kaufman', 'Jeff Skoll', 'Robin Swicord', 'Berry Welsh']","['Drama', 'Crime']",English
How to Get Away with Murder,2014,16+,8.1,88%,True,True,False,False,True,2010,"['Viola Davis', 'Billy Brown', 'Jack Falahee', 'Aja Naomi King', 'Charlie Weber', 'Liza Weil', 'Matt McGorry', 'Conrad Ricamora', 'Karla Souza', 'Alfred Enoch', 'Amirah Vann', 'Rome Flynn', 'Katie Findlay', 'Timothy Hutton']","['Michael Foley', 'Peter Nowalk', 'Shonda Rhimes', 'Betsy Beers', 'Ann Kindberg', ""Bill D'Elia"", 'Rob Fresco']","['Drama', 'Thriller', 'Legal']",English
After Life,2019,18+,8.5,70%,True,False,False,False,True,2010,"['Ricky Gervais', 'Ashley Jensen', 'Tom Basden', 'Tony Way', 'Kerry Godliman', 'Diane Morgan', 'Mandeep Dhillon', 'David Bradley', 'Penelope Wilton']",['Ricky Gervais'],"['Drama', 'Comedy']",English
Elite,2018,18+,7.6,97%,True,False,False,False,True,2010,[],[],[],[]
BoJack Horseman,2014,18+,8.7,93%,True,False,False,False,True,2010,"['Will Arnett', 'Alison Brie', 'Paul F. Tompkins', 'Amy Sedaris', 'Aaron Paul']","['Aaron Paul', 'Will Arnett', 'Noel Bright', 'Raphael Bob-Waksberg', 'Steven A. Cohen']","['Drama', 'Comedy']",English
Never Have I Ever,2020,16+,8.0,97%,True,False,False,False,True,2020,"['Maitreyi Ramakrishnan', 'Darren Barnet', 'Poorna Jagannathan', 'John McEnroe', 'Richa Moorjani', 'Jaren Lewison']","['David Miner', 'Tristram Shapeero', 'Mindy Kaling', 'Howard Klein', 'Erica Oyama', 'Lang Fisher', 'Chris Schleicher']","['Drama', 'Comedy']",English
Penny Dreadful,2014,18+,8.2,91%,True,False,False,False,True,2010,"['Timothy Dalton', 'Eva Green', 'Harry Treadaway', 'Josh Hartnett', 'Rory Kinnear', 'Billie Piper', 'Reeve Carney', 'Danny Sapani', 'Simon Russell Beale', 'Helen McCrory', 'Patti LuPone', 'Wes Studi']","['John Logan', 'Sam Mendes', 'Pippa Harris', 'Belén Atienza', 'Karen Richards', 'Karen Richards', 'Chris W. King']","['Horror', 'Thriller', 'Supernatural']",English
Marvel's Agents of S.H.I.E.L.D.,2013,16+,7.5,94%,True,False,False,False,True,2010,"['Elizabeth Henstridge', 'Chloe Bennet', 'Ming-Na Wen', 'Clark Gregg', 'Iain De Caestecker', 'Henry Simmons', 'Natalia Cordova-Buckley', 'Brett Dalton', 'Jeff Ward', 'Nick Blood', 'Adrianne Palicki', 'Luke Mitchell', 'John Hannah', 'Clark Gregg']","['Drew Z. Greenberg', 'Drew Z. Greenberg', 'Paul Zbyszewski', 'Paul Zbyszewski', 'Joss Whedon', 'Jed Whedon', 'Maurissa Tancharoen', 'Joe Quesada', 'Stan Lee', 'Alan Fine', 'Jeph Loeb', 'Garry A. Brown', 'Garry A. Brown', 'Brent Fletcher', 'Brent Fletcher', 'Monica Breen', 'Craig Titley', 'Craig Titley', 'Jeffrey Bell', 'Lilla Zuckerman', 'Nora Zuckerman', 'Jim Chory']","['Action', 'Adventure', 'Science-Fiction']",English
Dead to Me,2019,18+,8.1,91%,True,False,False,False,True,2010,"['Christina Applegate', 'Linda Cardellini', 'Sam McCarthy', 'Luke Roessler', 'Max Jenkins', 'James Marsden', 'James Marsden']","['Linda Cardellini', 'Rebecca Addelman', 'Elizabeth Benjamin', 'Will Ferrell', 'Adam McKay', 'Dan Dietz', 'Liz Feldman', 'Cara Dipaolo', 'Christina Applegate', 'Amy York Rubin', 'Jessica Elbaum', 'Abe Sylvia', 'Jessi Klein', 'Joe Hardesty', 'Christie Smith']","['Drama', 'Crime', 'Mystery']",English
Unorthodox,2020,18+,8.1,94%,True,False,False,False,True,2020,"['Shira Haas', 'Jeff Wilbusch', 'Amit Rahav']","['Anna Winger', 'Henning Kamm']",['Drama'],English
Sense8,2015,18+,8.3,86%,True,False,False,False,True,2010,"['Jamie Clayton', 'Max Riemelt', 'Brian J. Smith', 'Tuppence Middleton', 'Aml Ameen', 'Toby Onwumere', 'Bae Doo Na', 'Miguel Ángel Silvestre', 'Tina Desai', 'Daryl Hannah', 'Freema Agyeman', 'Terrence Mann', 'Naveen Andrews', 'Anupam Kher']","['Marc Rosen', 'Leon Clarance', 'J. Michael Straczynski', 'Cindy Holland', 'Peter Friedlander', 'Lana Wachowski', 'Lilly Wachowski', 'Grant Hill', 'Tara Duncan', 'Deepak Nayar', 'John Toll', 'Laura Delahaye']","['Drama', 'Science-Fiction', 'Thriller']",English
Sacred Games,2018,18+,8.7,92%,True,False,False,False,True,2010,"['Neeraj Kabi', 'Saif Ali Khan', 'Nawazuddin Siddiqui', 'Radhika Apte']",[],"['Drama', 'Action', 'Crime']",Hindi
American Crime Story,2016,18+,8.4,93%,True,False,False,False,True,2010,"['Courtney B. Vance', 'Cuba Gooding, Jr.', 'David Schwimmer', 'John Travolta', 'Sarah Paulson', 'Sterling K. Brown', 'Bruce Greenwood', 'Darren Criss', 'Nathan Lane', 'Kenneth Choi', 'Édgar Ramírez', 'Christian Clemenson', 'Ricky Martin', 'Penelope Cruz', 'Sarah Paulson', 'Beanie Feldstein', 'Annaleigh Ashford', 'Billy Eichner', 'Clive Owen']","['Brad Falchuk', 'Ryan Murphy', 'Dan Minahan', 'Anthony Hemingway', 'Sarah Paulson', 'Alexis Martin', 'Brad Simpson', 'Sarah Burgess', 'Nina Jacobson', 'Scott Alexander', 'Larry Karaszewski', 'D.V. DeVincentis', 'D.V. DeVincentis', 'Chip Vucelich', 'Tom Rob Smith', 'Monica Lewinsky']","['Drama', 'Crime']",English
Family Guy,1999,18+,8.1,71%,True,True,False,False,True,1990,"['Lacey Chabert', 'Mila Kunis', 'Alex Borstein', 'Seth Green', 'Seth MacFarlane', 'Arif Zahir', 'Mike Henry', 'Seth MacFarlane', 'Patrick Warburton', 'Seth MacFarlane', 'Seth MacFarlane', 'Seth MacFarlane', 'Jennifer Tilly', 'Johnny Brennan', 'Seth MacFarlane', 'Alex Borstein', 'Christine Lakin', 'Seth MacFarlane']","['Seth MacFarlane', 'Alex Borstein', 'Kara Vallow', 'Wellesley Wild', 'Wellesley Wild', 'Alec Sulkin', 'Alec Sulkin', 'Steve Callaghan', 'Steve Callaghan', 'Mark Hentemann', 'Mark Hentemann', 'Daniel Palladino', 'Daniel Palladino', 'Richard Appel', 'Richard Appel', 'Danny Smith', 'Danny Smith', 'David Zuckerman', 'Chris Sheridan', 'Tom Devanney', 'Patrick Meighan', 'Cherry Chevapravatdumrong', 'Gary Janetti', 'Brian Scully', 'Craig Hoffman', 'David A. Goodman', 'David A. Goodman']","['Comedy', 'Family']",English
Pretty Little Liars,2010,16+,7.4,81%,True,True,False,False,True,2010,"['Troian Bellisario', 'Lucy Hale', 'Shay Mitchell', 'Ashley Benson', 'Ian Harding', 'Tyler Blackburn', 'Janel Parrish', 'Sasha Pieterse', 'Laura Leighton', 'Holly Marie Combs', 'Chad Lowe', 'Bianca Lawson', 'Andrea Parker']","['Leslie Morgenstein', 'Bob Levy', 'Oliver Goldstick', 'Lisa Cochran-Neilan', 'Charlie Craig', 'I. Marlene King', 'Joseph Dougherty']","['Romance', 'Thriller', 'Mystery']",English
Unbelievable,2019,18+,8.4,97%,True,False,False,False,True,2010,"['Kaitlyn Dever', 'Toni Collette', 'Merritt Wever']","['Sarah Timberman', 'Carl Beverly', 'Jennifer Schuur', 'Susannah Grant', 'Becky Mode', 'Lisa Cholodenko', 'Katie Couric', 'Michael Chabon', 'Ayelet Waldman', 'Richard Tofel', 'Neil Barsky', 'Robyn Semien']","['Drama', 'Crime', 'Thriller']",English
Arrow,2012,16+,7.6,85%,True,False,False,False,True,2010,"['Stephen Amell', 'David Ramsey', 'Emily Bett Rickards', 'Willa Holland', 'Paul Blackthorne', 'Katie Cassidy', 'Echo Kellum', 'Colton Haynes', 'Rick Gonzalez', 'Juliana Harkavy', 'John Barrowman', 'Katie Cassidy', 'Susanna Thompson', 'Manu Bennett', 'Colin Donnell', 'Kirk Acevedo', 'Josh Segarra', 'Ben Lewis', 'Katherine McNamara', 'Joseph David-Jones', 'Sea Shimooka', 'LaMonica Garrett', 'Rick Gonzalez', 'Juliana Harkavy', 'LaMonica Garrett']","['David Nutter', 'Andrew Kreisberg', 'Greg Berlanti', 'Marc Guggenheim', 'Melissa Berman', 'Moira Kirland', 'Drew Z. Greenberg', 'Jake Coburn', 'Wendy Mericle', 'Wendy Mericle', 'Ben Sokolowski', 'Beth Schwartz', 'Beth Schwartz', 'Sarah Schechter', 'Jill Blankenship', 'Onalee Hunter Hughes', 'Erik Oleson', 'Speed Weed', 'Deric A. Hughes', 'Benjamin Raab']","['Drama', 'Action', 'Science-Fiction']",English
The IT Crowd,2006,16+,8.5,87%,True,False,False,False,True,2000,"[""Chris O'Dowd"", 'Richard Ayoade', 'Katherine Parkinson', 'Matt Berry']",['Ash Atalla'],['Comedy'],English
The Twilight Zone,1959,7+,9.0,82%,True,True,False,False,True,1950,['Jordan Peele'],"['Jessica Mecklenburg', 'Jordan Peele', 'Simon Kinberg', 'Greg Yaitanes', 'Glen Morgan', 'Grace Gilroy', 'Carolyn Serling', 'Rick Berg', 'Audrey Chon', 'Win Rosenfeld']","['Drama', 'Horror']",English
YOU,2018,18+,7.8,91%,True,False,False,False,True,2010,"['Penn Badgley', 'Elizabeth Lail', 'Ambyr Childers', 'Zach Cherry', 'Luca Padovan', 'Victoria Pedretti', 'James Scully', 'Jenna Ortega', 'Carmela Zumbado', 'Shay Mitchell', 'Shalita Grant', 'Travis Van Winkle', 'Scott Speedman']","['Greg Berlanti', 'Leslie Morgenstein', 'Sarah Schechter', 'Sera Gamble']","['Drama', 'Romance', 'Thriller']",English
Sex Education,2019,16+,8.3,94%,True,False,False,False,True,2010,"['Ncuti Gatwa', 'Asa Butterfield', 'Gillian Anderson']","['Jamie Campbell', 'Ben Taylor', 'Laurie Nunn', 'Sian Robins-Grace']","['Drama', 'Comedy']",English
"Tiger King: Murder, Mayhem and Madness",2020,18+,7.8,86%,True,False,False,False,True,2020,"['Joe Exotic', 'Carole Baskin', 'Rick Kirkham', 'John Finlay', 'Kelci Saffery', 'John Reinke', 'Bhagavan Antle', 'Erik Cowie']","['Fisher Stevens', 'Brad Stevens', 'Joel Gallen', 'Rick Austin', 'Boyd Vico', 'Rebecca Chaiklin', 'Eric Goode', 'Trevor Groth', 'Chris Smith', 'Tristen Tuckfield']",['Crime'],English
Star Trek: The Next Generation,1987,7+,8.6,89%,True,True,True,False,True,1980,"['Patrick Stewart', 'Jonathan Frakes', 'Brent Spiner', 'Michael Dorn', 'Marina Sirtis', 'Gates McFadden', 'LeVar Burton', 'Wil Wheaton', 'Denise Crosby']","['Maurice Hurley', 'Rick Berman', 'Rick Berman']","['Action', 'Adventure', 'Science-Fiction']",English
Broadchurch,2013,18+,8.4,92%,True,False,False,False,True,2010,"['David Tennant', 'Olivia Colman', 'Andrew Buchan', 'Jodie Whittaker', 'Arthur Darvill', 'Charlotte Beaumont', 'Joe Sims', 'Carolyn Pickles', 'Adam Wilson', 'Matthew Gravelle', 'Pauline Quirke', 'Jonathan Bailey', 'Charlotte Rampling', 'Eve Myles', ""James D'Arcy"", 'Marianne Jean-Baptiste', 'Phoebe Waller-Bridge', 'Susan Brown', 'Vicky McClure', 'Will Mellor', 'Meera Syal', 'David Bradley', 'Tracey Childs']","['Jane Featherstone', 'Chris Chibnall']","['Drama', 'Crime', 'Mystery']",English
Kingdom,2019,18+,8.4,96%,True,False,False,False,True,2010,"['Jonathan Tucker', 'Nick Jonas', 'Frank Grillo', 'Matt Lauria', 'Joanna Going', 'Kiele Sanchez', 'Natalie Martinez']","['Tim Iacofano', 'Byron Balasco']","['Drama', 'Family', 'Sports']",English
Altered Carbon,2018,18+,8.1,64%,True,False,False,False,True,2010,"['Renée Elise Goldsberry', 'Chris Conner', 'Joel Kinnaman', 'Martha Higareda', 'Dichen Lachman', 'Ato Essandoh', 'James Purefoy', 'Kristin Lehman', 'Anthony Mackie', 'Simone Missick', 'Lela Loren', 'Trieu Tran', 'Torben Liebrecht', 'Dina Shihabi']","['Russel Friend', 'Garrett Lerner', 'Steve Blackman', 'Sarah Nicole Jones', 'Sang Kyu Kim', 'Miguel Sapochnik', 'Michael R. Perry', 'Alison Schapker', 'Laeta Kalogridis', 'Brian Nelson', 'Nick Hurran', 'James Middleton', 'Dana Goldberg', 'Marcy Ross', 'Rose Lam', 'Mike Medavoy', 'Arnie Messer', 'David Ellison', 'Bradley J. Fischer', 'James Vanderbilt']","['Drama', 'Crime', 'Science-Fiction']",English
The Sinner,2017,16+,8.0,95%,True,False,False,False,True,2010,"['Bill Pullman', 'Elisha Henig', 'Jessica Biel', 'Dohn Norwood', 'Carrie Coon', 'Natalie Paul', 'J. Eddie Martinez', 'Matt Bomer', 'Christopher Abbott', 'Abby Miller', 'Hannah Gross', 'Tracy Letts', 'Jessica Hecht', 'Parisa Fitz-Henley', 'Chris Messina']","['Julie Siege', 'Adam Bernstein', 'John David Coles', 'Willie Reale', 'Ellen Fairey', 'Bradford Winters', 'Jessica Biel', 'Hannah Shakespeare', 'Derek Simonds', 'Jesse McKeown', 'Charles Gogolak', 'Antonio Campos', 'Michelle Purple']","['Drama', 'Crime', 'Thriller']",English
"Love, Death & Robots",2019,18+,8.5,78%,True,False,False,False,True,2010,[],"['David Fincher', 'Joshua Donen', 'Tim Miller', 'Jennifer Miller', 'Al Shier']","['Horror', 'Science-Fiction', 'Thriller']",English
Marvel's Jessica Jones,2015,18+,8.0,83%,True,False,False,False,True,2010,"['Krysten Ritter', 'Rachael Taylor', 'Eka Darville', 'Carrie-Anne Moss', 'David Tennant', 'J.R. Ramirez', 'Janet McTeer', 'Wil Traval', 'Benjamin Walker', 'Tiffany Mack', 'Jeremy Bobb', 'Mike Colter', 'Leah Gibson', 'Erin Moriarty', 'Sarita Choudhury', 'Terry Chen']","['Raelle Tucker', 'Tim Iacofano', 'Joe Quesada', 'Stan Lee', 'Alan Fine', 'Jeph Loeb', 'Hilly Hicks, Jr.', 'Hilly Hicks, Jr.', 'Howard Klein', 'S.J. Clarkson', 'Steve Kornacki', 'Liz Friedman', 'Tom Lieber', 'Samantha Thomas', 'Jim Chory', 'Melissa Rosenberg', 'Scott Reynolds', 'Scott Reynolds', 'Dan Buckley', 'Nancy Won', 'Lisa Randolph', 'Jack Kenny', 'Dana Baratta', 'Karim Zreik', 'Alyson Evans', 'Brian Michael Bendis', 'Cindy Holland', 'Kris Henigman', 'Allie Goss']","['Action', 'Crime', 'Science-Fiction']",English
New Girl,2011,16+,7.7,94%,True,False,False,False,True,2010,"['Zooey Deschanel', 'Jake Johnson', 'Max Greenfield', 'Hannah Simone', 'Lamorne Morris', 'Damon Wayans, Jr.', 'Danielle Rockoff', 'Rhiannon Rockoff']","['Joe Port', 'Joe Wiseman', 'Zooey Deschanel', 'Elizabeth Meriwether', 'Brett Baer', 'Dave Finkel', 'Katherine Pope', 'Peter Chernin', 'Jake Kasdan', 'David Feeney', 'Rob Rosell', ""Erin O'Malley"", ""Erin O'Malley"", 'Kay Cannon', 'Donick Cary', 'Luvh Rakhe', 'Berkley Johnson', 'Matt Fusfeld', 'Alex Cuthbertson', 'Joni Lefkowitz', 'Adrian Wenner', 'Ethan Sandler', ""Trent O'Donnell""]","['Comedy', 'Romance']",English
The Good Wife,2009,16+,8.3,94%,True,True,True,False,True,2000,"['Julianna Margulies', 'Christine Baranski', 'Matt Czuchry', 'Archie Panjabi', 'Josh Charles', 'Makenzie Vega', 'Alan Cumming', 'Graham Phillips', 'Zach Grenier', 'Cush Jumbo', 'Jeffrey Dean Morgan', 'Matthew Goode']","['Charles McDougall', 'Dee Johnson', 'Todd Ellis Kessler', 'Tony Scott', 'Keith Eisner', 'Keith Eisner', 'Leonard Dick', 'Leonard Dick', 'Ted Humphrey', 'Ted Humphrey', 'Brooke Kennedy', 'David W. Zucker', 'Michelle King', 'Ridley Scott', 'Robert King']","['Drama', 'Crime', 'Legal']",English
